Solar Installed ,944.880 kWp,,,
,,,,
Date / End Time,kW Export,kW Import,kVAR Export,kVAR Import
09/19/2025 13:00:00,0,863,0,344
09/19/2025 13:30:00,0,873,0,311
09/19/2025 14:00:00,0,911,0,321
09/19/2025 14:30:00,0,909,0,312
09/19/2025 15:00:00,0,887,0,305
09/19/2025 15:30:00,0,884,0,304
09/19/2025 16:00:00,0,874,0,296
09/19/2025 16:30:00,0,834,0,281
09/19/2025 17:00:00,0,839,0,289
09/19/2025 17:30:00,0,845,0,293
09/19/2025 18:00:00,0,844,0,293
09/19/2025 18:30:00,0,837,0,288
09/19/2025 19:00:00,0,826,0,285
09/19/2025 19:30:00,0,798,0,254
09/19/2025 20:00:00,0,749,0,227
09/19/2025 20:30:00,0,680,0,201
09/19/2025 21:00:00,0,680,0,204
09/19/2025 21:30:00,0,670,0,204
09/19/2025 22:00:00,0,668,0,200
09/19/2025 22:30:00,0,665,0,201
09/19/2025 23:00:00,0,666,0,200
09/19/2025 23:30:00,0,666,0,196
09/20/2025 00:00:00,0,665,0,193
09/20/2025 00:30:00,0,622,0,167
09/20/2025 01:00:00,0,652,0,179
09/20/2025 01:30:00,0,657,0,183
09/20/2025 02:00:00,0,636,0,167
09/20/2025 02:30:00,0,637,0,207
09/20/2025 03:00:00,0,638,0,214
09/20/2025 03:30:00,0,628,0,213
09/20/2025 04:00:00,0,630,0,213
09/20/2025 04:30:00,0,624,0,212
09/20/2025 05:00:00,0,613,0,203
09/20/2025 05:30:00,0,619,0,205
09/20/2025 06:00:00,0,621,0,204
09/20/2025 06:30:00,0,618,0,203
09/20/2025 07:00:00,0,649,0,209
09/20/2025 07:30:00,0,664,0,224
09/20/2025 08:00:00,0,699,0,240
09/20/2025 08:30:00,0,771,0,251
09/20/2025 09:00:00,0,838,0,269
09/20/2025 09:30:00,0,830,0,265
09/20/2025 10:00:00,0,836,0,271
09/20/2025 10:30:00,0,851,0,284
09/20/2025 11:00:00,0,827,0,272
09/20/2025 11:30:00,0,839,0,274
09/20/2025 12:00:00,0,794,0,256
09/20/2025 12:30:00,0,832,0,276
09/20/2025 13:00:00,0,822,0,278
09/20/2025 13:30:00,0,833,0,301
09/20/2025 14:00:00,0,832,0,317
09/20/2025 14:30:00,0,849,0,341
09/20/2025 15:00:00,0,850,0,364
09/20/2025 15:30:00,0,850,0,360
09/20/2025 16:00:00,0,835,0,357
09/20/2025 16:30:00,0,780,0,337
09/20/2025 17:00:00,0,803,0,353
09/20/2025 17:30:00,0,832,0,366
09/20/2025 18:00:00,0,769,0,341
09/20/2025 18:30:00,0,489,0,206
09/20/2025 19:00:00,0,453,0,193
09/20/2025 19:30:00,0,471,0,198
09/20/2025 20:00:00,0,509,0,210
09/20/2025 20:30:00,0,595,0,242
09/20/2025 21:00:00,0,636,0,267
09/20/2025 21:30:00,0,628,0,266
09/20/2025 22:00:00,0,621,0,265
09/20/2025 22:30:00,0,622,0,269
09/20/2025 23:00:00,0,612,0,263
09/20/2025 23:30:00,0,608,0,262
09/21/2025 00:00:00,0,612,0,259
09/21/2025 00:30:00,0,583,0,245
09/21/2025 01:00:00,0,599,0,244
09/21/2025 01:30:00,0,606,0,242
09/21/2025 02:00:00,0,604,0,243
09/21/2025 02:30:00,0,622,0,249
09/21/2025 03:00:00,0,601,0,243
09/21/2025 03:30:00,0,592,0,242
09/21/2025 04:00:00,0,596,0,248
09/21/2025 04:30:00,0,571,0,241
09/21/2025 05:00:00,0,608,0,254
09/21/2025 05:30:00,0,583,0,243
09/21/2025 06:00:00,0,583,0,243
09/21/2025 06:30:00,0,555,0,232
09/21/2025 07:00:00,0,569,0,235
09/21/2025 07:30:00,0,568,0,247
09/21/2025 08:00:00,0,413,0,181
09/21/2025 08:30:00,0,130,0,66
09/21/2025 09:00:00,0,137,0,76
09/21/2025 09:30:00,0,98,0,37
09/21/2025 10:00:00,0,95,0,36
09/21/2025 10:30:00,0,93,0,33
09/21/2025 11:00:00,0,92,0,30
09/21/2025 11:30:00,0,91,0,29
09/21/2025 12:00:00,0,92,0,29
09/21/2025 12:30:00,0,95,0,30
09/21/2025 13:00:00,0,95,0,31
09/21/2025 13:30:00,0,94,0,30
09/21/2025 14:00:00,0,95,0,30
09/21/2025 14:30:00,0,96,0,31
09/21/2025 15:00:00,0,95,0,31
09/21/2025 15:30:00,0,95,0,31
09/21/2025 16:00:00,0,98,0,31
09/21/2025 16:30:00,0,102,0,32
09/21/2025 17:00:00,0,104,0,33
09/21/2025 17:30:00,0,101,0,33
09/21/2025 18:00:00,0,99,0,32
09/21/2025 18:30:00,0,89,0,28
09/21/2025 19:00:00,0,86,0,28
09/21/2025 19:30:00,0,91,0,29
09/21/2025 20:00:00,0,91,0,30
09/21/2025 20:30:00,0,91,0,29
09/21/2025 21:00:00,0,92,0,29
09/21/2025 21:30:00,0,92,0,31
09/21/2025 22:00:00,0,90,0,28
09/21/2025 22:30:00,0,90,0,27
09/21/2025 23:00:00,0,90,0,27
09/21/2025 23:30:00,0,92,0,28
09/22/2025 00:00:00,0,89,0,27
09/22/2025 00:30:00,0,90,0,27
09/22/2025 01:00:00,0,90,0,25
09/22/2025 01:30:00,0,88,0,25
09/22/2025 02:00:00,0,90,0,27
09/22/2025 02:30:00,0,89,0,25
09/22/2025 03:00:00,0,88,0,25
09/22/2025 03:30:00,0,88,0,26
09/22/2025 04:00:00,0,90,0,28
09/22/2025 04:30:00,0,87,0,25
09/22/2025 05:00:00,0,88,0,27
09/22/2025 05:30:00,0,87,0,27
09/22/2025 06:00:00,0,87,0,26
09/22/2025 06:30:00,0,147,0,55
09/22/2025 07:00:00,0,188,0,87
09/22/2025 07:30:00,0,351,0,169
09/22/2025 08:00:00,0,547,0,194
09/22/2025 08:30:00,0,779,0,274
09/22/2025 09:00:00,0,884,0,281
09/22/2025 09:30:00,0,894,0,283
09/22/2025 10:00:00,0,907,0,296
09/22/2025 10:30:00,0,918,0,298
09/22/2025 11:00:00,0,922,0,304
09/22/2025 11:30:00,0,921,0,300
09/22/2025 12:00:00,0,890,0,293
09/22/2025 12:30:00,0,918,0,312
09/22/2025 13:00:00,0,903,0,316
09/22/2025 13:30:00,0,910,0,315
09/22/2025 14:00:00,0,908,0,308
09/22/2025 14:30:00,0,893,0,305
09/22/2025 15:00:00,0,895,0,303
09/22/2025 15:30:00,0,895,0,305
09/22/2025 16:00:00,0,880,0,298
09/22/2025 16:30:00,0,859,0,281
09/22/2025 17:00:00,0,883,0,297
09/22/2025 17:30:00,0,877,0,301
09/22/2025 18:00:00,0,885,0,309
09/22/2025 18:30:00,0,846,0,296
09/22/2025 19:00:00,0,824,0,287
09/22/2025 19:30:00,0,799,0,264
09/22/2025 20:00:00,0,763,0,233
09/22/2025 20:30:00,0,683,0,206
09/22/2025 21:00:00,0,665,0,198
09/22/2025 21:30:00,0,654,0,191
09/22/2025 22:00:00,0,648,0,189
09/22/2025 22:30:00,0,646,0,201
09/22/2025 23:00:00,0,648,0,202
09/22/2025 23:30:00,0,650,0,194
09/23/2025 00:00:00,0,603,0,158
09/23/2025 00:30:00,0,455,0,91
09/23/2025 01:00:00,0,603,0,168
09/23/2025 01:30:00,0,633,0,181
09/23/2025 02:00:00,0,641,0,181
09/23/2025 02:30:00,0,636,0,177
09/23/2025 03:00:00,0,638,0,179
09/23/2025 03:30:00,0,623,0,169
09/23/2025 04:00:00,0,631,0,173
09/23/2025 04:30:00,0,641,0,178
09/23/2025 05:00:00,0,657,0,183
09/23/2025 05:30:00,0,629,0,175
09/23/2025 06:00:00,0,625,0,174
09/23/2025 06:30:00,0,619,0,167
09/23/2025 07:00:00,0,627,0,171
09/23/2025 07:30:00,0,664,0,189
09/23/2025 08:00:00,0,720,0,259
09/23/2025 08:30:00,0,786,0,346
09/23/2025 09:00:00,0,849,0,375
09/23/2025 09:30:00,0,879,0,348
09/23/2025 10:00:00,0,873,0,321
09/23/2025 10:30:00,0,874,0,321
09/23/2025 11:00:00,0,895,0,327
09/23/2025 11:30:00,0,866,0,316
09/23/2025 12:00:00,0,876,0,319
09/23/2025 12:30:00,0,861,0,321
09/23/2025 13:00:00,0,864,0,315
09/23/2025 13:30:00,0,850,0,279
09/23/2025 14:00:00,0,883,0,279
09/23/2025 14:30:00,0,886,0,278
09/23/2025 15:00:00,0,887,0,279
09/23/2025 15:30:00,0,916,0,294
09/23/2025 16:00:00,0,920,0,287
09/23/2025 16:30:00,0,874,0,266
09/23/2025 17:00:00,0,900,0,284
09/23/2025 17:30:00,0,896,0,284
09/23/2025 18:00:00,0,890,0,291
09/23/2025 18:30:00,0,867,0,285
09/23/2025 19:00:00,0,840,0,262
09/23/2025 19:30:00,0,817,0,237
09/23/2025 20:00:00,0,750,0,214
09/23/2025 20:30:00,0,674,0,183
09/23/2025 21:00:00,0,670,0,181
09/23/2025 21:30:00,0,660,0,177
09/23/2025 22:00:00,0,652,0,177
09/23/2025 22:30:00,0,637,0,176
09/23/2025 23:00:00,0,645,0,176
09/23/2025 23:30:00,0,642,0,176
09/24/2025 00:00:00,0,641,0,178
09/24/2025 00:30:00,0,617,0,156
09/24/2025 01:00:00,0,633,0,164
09/24/2025 01:30:00,0,629,0,164
09/24/2025 02:00:00,0,624,0,165
09/24/2025 02:30:00,0,626,0,160
09/24/2025 03:00:00,0,612,0,146
09/24/2025 03:30:00,0,618,0,155
09/24/2025 04:00:00,0,625,0,168
09/24/2025 04:30:00,0,627,0,167
09/24/2025 05:00:00,0,635,0,168
09/24/2025 05:30:00,0,611,0,156
09/24/2025 06:00:00,0,611,0,154
09/24/2025 06:30:00,0,595,0,149
09/24/2025 07:00:00,0,604,0,147
09/24/2025 07:30:00,0,641,0,164
09/24/2025 08:00:00,0,694,0,193
09/24/2025 08:30:00,0,818,0,242
09/24/2025 09:00:00,0,847,0,255
09/24/2025 09:30:00,0,878,0,297
09/24/2025 10:00:00,0,885,0,333
09/24/2025 10:30:00,0,895,0,307
09/24/2025 11:00:00,0,867,0,299
09/24/2025 11:30:00,0,885,0,302
09/24/2025 12:00:00,0,847,0,289
09/24/2025 12:30:00,0,868,0,304
09/24/2025 13:00:00,0,875,0,313
09/24/2025 13:30:00,0,861,0,315
09/24/2025 14:00:00,0,893,0,321
09/24/2025 14:30:00,0,883,0,321
09/24/2025 15:00:00,0,846,0,301
09/24/2025 15:30:00,0,853,0,298
09/24/2025 16:00:00,0,739,0,223
09/24/2025 16:30:00,0,825,0,284
09/24/2025 17:00:00,0,857,0,299
09/24/2025 17:30:00,0,870,0,307
09/24/2025 18:00:00,0,850,0,296
09/24/2025 18:30:00,0,845,0,295
09/24/2025 19:00:00,0,816,0,292
09/24/2025 19:30:00,0,818,0,274
09/24/2025 20:00:00,0,783,0,259
09/24/2025 20:30:00,0,687,0,210
09/24/2025 21:00:00,0,681,0,212
09/24/2025 21:30:00,0,668,0,210
09/24/2025 22:00:00,0,666,0,211
09/24/2025 22:30:00,0,656,0,215
09/24/2025 23:00:00,0,660,0,216
09/24/2025 23:30:00,0,654,0,214
09/25/2025 00:00:00,0,653,0,212
09/25/2025 00:30:00,0,613,0,191
09/25/2025 01:00:00,0,635,0,195
09/25/2025 01:30:00,0,637,0,197
09/25/2025 02:00:00,0,634,0,194
09/25/2025 02:30:00,0,627,0,191
09/25/2025 03:00:00,0,625,0,189
09/25/2025 03:30:00,0,624,0,191
09/25/2025 04:00:00,0,625,0,192
09/25/2025 04:30:00,0,620,0,189
09/25/2025 05:00:00,0,620,0,189
09/25/2025 05:30:00,0,622,0,190
09/25/2025 06:00:00,0,624,0,191
09/25/2025 06:30:00,0,598,0,177
09/25/2025 07:00:00,0,618,0,179
09/25/2025 07:30:00,0,642,0,198
09/25/2025 08:00:00,0,695,0,226
09/25/2025 08:30:00,0,822,0,273
09/25/2025 09:00:00,0,833,0,284
09/25/2025 09:30:00,0,872,0,285
09/25/2025 10:00:00,0,850,0,287
09/25/2025 10:30:00,0,879,0,329
09/25/2025 11:00:00,0,875,0,357
09/25/2025 11:30:00,0,884,0,333
09/25/2025 12:00:00,0,831,0,277
09/25/2025 12:30:00,0,870,0,301
09/25/2025 13:00:00,0,853,0,302
09/25/2025 13:30:00,0,849,0,295
09/25/2025 14:00:00,0,863,0,324
09/25/2025 14:30:00,0,857,0,289
09/25/2025 15:00:00,0,853,0,279
09/25/2025 15:30:00,0,853,0,283
09/25/2025 16:00:00,0,852,0,292
09/25/2025 16:30:00,0,809,0,285
09/25/2025 17:00:00,0,842,0,298
09/25/2025 17:30:00,0,871,0,310
09/25/2025 18:00:00,0,859,0,306
09/25/2025 18:30:00,0,853,0,308
09/25/2025 19:00:00,0,795,0,274
09/25/2025 19:30:00,0,785,0,266
09/25/2025 20:00:00,0,769,0,258
09/25/2025 20:30:00,0,683,0,220
09/25/2025 21:00:00,0,676,0,211
09/25/2025 21:30:00,0,658,0,195
09/25/2025 22:00:00,0,656,0,199
09/25/2025 22:30:00,0,632,0,194
09/25/2025 23:00:00,0,639,0,197
09/25/2025 23:30:00,0,631,0,197
09/26/2025 00:00:00,0,632,0,194
09/26/2025 00:30:00,0,603,0,173
09/26/2025 01:00:00,0,628,0,184
09/26/2025 01:30:00,0,622,0,183
09/26/2025 02:00:00,0,617,0,180
09/26/2025 02:30:00,0,619,0,182
09/26/2025 03:00:00,0,630,0,188
09/26/2025 03:30:00,0,628,0,191
09/26/2025 04:00:00,0,627,0,188
09/26/2025 04:30:00,0,623,0,186
09/26/2025 05:00:00,0,624,0,188
09/26/2025 05:30:00,0,635,0,192
09/26/2025 06:00:00,0,633,0,191
09/26/2025 06:30:00,0,611,0,184
09/26/2025 07:00:00,0,628,0,193
09/26/2025 07:30:00,0,657,0,209
09/26/2025 08:00:00,0,686,0,222
09/26/2025 08:30:00,0,801,0,255
09/26/2025 09:00:00,0,834,0,273
09/26/2025 09:30:00,0,825,0,272
09/26/2025 10:00:00,0,851,0,274
09/26/2025 10:30:00,0,881,0,282
09/26/2025 11:00:00,0,872,0,285
09/26/2025 11:30:00,0,873,0,311
09/26/2025 12:00:00,0,846,0,311
09/26/2025 12:30:00,0,853,0,313
09/26/2025 13:00:00,0,845,0,313
09/26/2025 13:30:00,0,856,0,322
09/26/2025 14:00:00,0,880,0,323
09/26/2025 14:30:00,0,886,0,325
09/26/2025 15:00:00,0,896,0,357
09/26/2025 15:30:00,0,929,0,380
09/26/2025 16:00:00,0,888,0,372
09/26/2025 16:30:00,0,865,0,370
09/26/2025 17:00:00,0,846,0,369
09/26/2025 17:30:00,0,867,0,382
09/26/2025 18:00:00,0,861,0,373
09/26/2025 18:30:00,0,837,0,364
09/26/2025 19:00:00,0,820,0,348
09/26/2025 19:30:00,0,798,0,330
09/26/2025 20:00:00,0,740,0,290
09/26/2025 20:30:00,0,694,0,280
09/26/2025 21:00:00,0,677,0,282
09/26/2025 21:30:00,0,657,0,274
09/26/2025 22:00:00,0,679,0,277
09/26/2025 22:30:00,0,651,0,276
09/26/2025 23:00:00,0,664,0,274
09/26/2025 23:30:00,0,656,0,275
09/27/2025 00:00:00,0,661,0,275
09/27/2025 00:30:00,0,610,0,250
09/27/2025 01:00:00,0,636,0,256
09/27/2025 01:30:00,0,657,0,265
09/27/2025 02:00:00,0,653,0,261
09/27/2025 02:30:00,0,633,0,257
09/27/2025 03:00:00,0,654,0,261
09/27/2025 03:30:00,0,650,0,260
09/27/2025 04:00:00,0,652,0,264
09/27/2025 04:30:00,0,638,0,261
09/27/2025 05:00:00,0,641,0,260
09/27/2025 05:30:00,0,661,0,262
09/27/2025 06:00:00,0,636,0,249
09/27/2025 06:30:00,0,602,0,240
09/27/2025 07:00:00,0,648,0,260
09/27/2025 07:30:00,0,649,0,262
09/27/2025 08:00:00,0,555,0,241
09/27/2025 08:30:00,0,438,0,172
09/27/2025 09:00:00,0,475,0,177
09/27/2025 09:30:00,0,488,0,202
09/27/2025 10:00:00,0,479,0,208
09/27/2025 10:30:00,0,484,0,221
09/27/2025 11:00:00,0,482,0,223
09/27/2025 11:30:00,0,468,0,216
09/27/2025 12:00:00,0,458,0,259
09/27/2025 12:30:00,0,455,0,276
09/27/2025 13:00:00,0,449,0,281
09/27/2025 13:30:00,0,446,0,275
09/27/2025 14:00:00,0,446,0,275
09/27/2025 14:30:00,0,444,0,272
09/27/2025 15:00:00,0,423,0,253
09/27/2025 15:30:00,0,409,0,246
09/27/2025 16:00:00,0,399,0,237
09/27/2025 16:30:00,0,393,0,228
09/27/2025 17:00:00,0,394,0,228
09/27/2025 17:30:00,0,385,0,220
09/27/2025 18:00:00,0,285,0,160
09/27/2025 18:30:00,0,91,0,27
09/27/2025 19:00:00,0,90,0,24
09/27/2025 19:30:00,0,93,0,25
09/27/2025 20:00:00,0,93,0,24
09/27/2025 20:30:00,0,100,0,28
09/27/2025 21:00:00,0,96,0,25
09/27/2025 21:30:00,0,92,0,25
09/27/2025 22:00:00,0,87,0,28
09/27/2025 22:30:00,0,85,0,27
09/27/2025 23:00:00,0,86,0,30
09/27/2025 23:30:00,0,85,0,26
09/28/2025 00:00:00,0,83,0,25
09/28/2025 00:30:00,0,85,0,28
09/28/2025 01:00:00,0,86,0,24
09/28/2025 01:30:00,0,85,0,27
09/28/2025 02:00:00,0,83,0,25
09/28/2025 02:30:00,0,85,0,28
09/28/2025 03:00:00,0,85,0,28
09/28/2025 03:30:00,0,85,0,28
09/28/2025 04:00:00,0,85,0,28
09/28/2025 04:30:00,0,85,0,28
09/28/2025 05:00:00,0,85,0,28
09/28/2025 05:30:00,0,84,0,28
09/28/2025 06:00:00,0,84,0,29
09/28/2025 06:30:00,0,85,0,30
09/28/2025 07:00:00,0,85,0,30
09/28/2025 07:30:00,0,83,0,29
09/28/2025 08:00:00,0,83,0,31
09/28/2025 08:30:00,0,85,0,33
09/28/2025 09:00:00,0,85,0,31
09/28/2025 09:30:00,0,86,0,31
09/28/2025 10:00:00,0,86,0,31
09/28/2025 10:30:00,0,87,0,33
09/28/2025 11:00:00,0,90,0,33
09/28/2025 11:30:00,0,91,0,34
09/28/2025 12:00:00,0,90,0,33
09/28/2025 12:30:00,0,90,0,33
09/28/2025 13:00:00,0,90,0,34
09/28/2025 13:30:00,0,91,0,34
09/28/2025 14:00:00,0,93,0,35
09/28/2025 14:30:00,0,93,0,35
09/28/2025 15:00:00,0,95,0,35
09/28/2025 15:30:00,0,96,0,36
09/28/2025 16:00:00,0,94,0,34
09/28/2025 16:30:00,0,94,0,35
09/28/2025 17:00:00,0,91,0,35
09/28/2025 17:30:00,0,90,0,36
09/28/2025 18:00:00,0,88,0,34
09/28/2025 18:30:00,0,88,0,35
09/28/2025 19:00:00,0,87,0,33
09/28/2025 19:30:00,0,88,0,31
09/28/2025 20:00:00,0,89,0,33
09/28/2025 20:30:00,0,88,0,31
09/28/2025 21:00:00,0,89,0,32
09/28/2025 21:30:00,0,91,0,32
09/28/2025 22:00:00,0,91,0,34
09/28/2025 22:30:00,0,91,0,33
09/28/2025 23:00:00,0,89,0,35
09/28/2025 23:30:00,0,90,0,33
09/29/2025 00:00:00,0,90,0,32
09/29/2025 00:30:00,0,102,0,32
09/29/2025 01:00:00,0,102,0,31
09/29/2025 01:30:00,0,96,0,31
09/29/2025 02:00:00,0,99,0,32
09/29/2025 02:30:00,0,93,0,31
09/29/2025 03:00:00,0,90,0,30
09/29/2025 03:30:00,0,92,0,33
09/29/2025 04:00:00,0,91,0,31
09/29/2025 04:30:00,0,92,0,33
09/29/2025 05:00:00,0,91,0,30
09/29/2025 05:30:00,0,91,0,33
09/29/2025 06:00:00,0,89,0,31
09/29/2025 06:30:00,0,91,0,32
09/29/2025 07:00:00,0,95,0,31
09/29/2025 07:30:00,0,313,0,111
09/29/2025 08:00:00,0,601,0,263
09/29/2025 08:30:00,0,770,0,350
09/29/2025 09:00:00,0,825,0,385
09/29/2025 09:30:00,0,817,0,332
09/29/2025 10:00:00,0,813,0,309
09/29/2025 10:30:00,0,805,0,297
09/29/2025 11:00:00,0,806,0,299
09/29/2025 11:30:00,0,779,0,289
09/29/2025 12:00:00,0,733,0,263
09/29/2025 12:30:00,0,785,0,294
09/29/2025 13:00:00,0,790,0,290
09/29/2025 13:30:00,0,799,0,271
09/29/2025 14:00:00,0,788,0,257
09/29/2025 14:30:00,0,783,0,258
09/29/2025 15:00:00,0,775,0,253
09/29/2025 15:30:00,0,771,0,251
09/29/2025 16:00:00,0,770,0,253
09/29/2025 16:30:00,0,737,0,233
09/29/2025 17:00:00,0,758,0,249
09/29/2025 17:30:00,0,772,0,257
09/29/2025 18:00:00,0,763,0,258
09/29/2025 18:30:00,0,722,0,247
09/29/2025 19:00:00,0,700,0,236
09/29/2025 19:30:00,0,683,0,222
09/29/2025 20:00:00,0,612,0,200
09/29/2025 20:30:00,0,477,0,127
09/29/2025 21:00:00,0,447,0,115
09/29/2025 21:30:00,0,420,0,113
09/29/2025 22:00:00,0,406,0,110
09/29/2025 22:30:00,0,392,0,111
09/29/2025 23:00:00,0,386,0,108
09/29/2025 23:30:00,0,379,0,92
09/30/2025 00:00:00,0,371,0,80
09/30/2025 00:30:00,0,369,0,76
09/30/2025 01:00:00,0,356,0,81
09/30/2025 01:30:00,0,344,0,87
09/30/2025 02:00:00,0,348,0,94
09/30/2025 02:30:00,0,346,0,94
09/30/2025 03:00:00,0,333,0,79
09/30/2025 03:30:00,0,346,0,81
09/30/2025 04:00:00,0,346,0,79
09/30/2025 04:30:00,0,354,0,86
09/30/2025 05:00:00,0,350,0,85
09/30/2025 05:30:00,0,346,0,82
09/30/2025 06:00:00,0,349,0,83
09/30/2025 06:30:00,0,343,0,82
09/30/2025 07:00:00,0,351,0,86
09/30/2025 07:30:00,0,362,0,93
09/30/2025 08:00:00,0,402,0,108
09/30/2025 08:30:00,0,469,0,130
09/30/2025 09:00:00,0,490,0,175
09/30/2025 09:30:00,0,473,0,180
09/30/2025 10:00:00,0,476,0,168
09/30/2025 10:30:00,0,496,0,183
09/30/2025 11:00:00,0,502,0,193
09/30/2025 11:30:00,0,531,0,189
09/30/2025 12:00:00,0,535,0,194
09/30/2025 12:30:00,0,548,0,205
09/30/2025 13:00:00,0,490,0,222
09/30/2025 13:30:00,0,476,0,237
09/30/2025 14:00:00,0,498,0,236
09/30/2025 14:30:00,0,508,0,235
09/30/2025 15:00:00,0,491,0,230
09/30/2025 15:30:00,0,495,0,221
09/30/2025 16:00:00,0,481,0,221
09/30/2025 16:30:00,0,429,0,178
09/30/2025 17:00:00,0,437,0,176
09/30/2025 17:30:00,0,427,0,167
09/30/2025 18:00:00,0,410,0,184
09/30/2025 18:30:00,0,335,0,156
09/30/2025 19:00:00,0,322,0,143
09/30/2025 19:30:00,0,325,0,142
09/30/2025 20:00:00,0,368,0,174
09/30/2025 20:30:00,0,622,0,269
09/30/2025 21:00:00,0,577,0,275
09/30/2025 21:30:00,0,560,0,273
09/30/2025 22:00:00,0,556,0,269
09/30/2025 22:30:00,0,558,0,278
09/30/2025 23:00:00,0,552,0,271
09/30/2025 23:30:00,0,553,0,267
