Meter Type,Main Meter,,,
Date / End Time,kW Export,kW Import,kVAR Export,kVAR Import
11/27/2025 14:30:00,0,1350,0,472
11/27/2025 15:00:00,0,1437,0,491
11/27/2025 15:30:00,0,1543,0,507
11/27/2025 16:00:00,0,1466,0,473
11/27/2025 16:30:00,0,1597,0,497
11/27/2025 17:00:00,0,1547,0,486
11/27/2025 17:30:00,0,1011,0,293
11/27/2025 18:00:00,0,1467,0,494
11/27/2025 18:30:00,0,1444,0,452
11/27/2025 19:00:00,0,1468,0,463
11/27/2025 19:30:00,0,1431,0,470
11/27/2025 20:00:00,0,1170,0,340
11/27/2025 20:30:00,0,1022,0,293
11/27/2025 21:00:00,0,1266,0,409
11/27/2025 21:30:00,0,1349,0,399
11/27/2025 22:00:00,0,1274,0,374
11/27/2025 22:30:00,0,1246,0,364
11/27/2025 23:00:00,0,1360,0,394
11/27/2025 23:30:00,0,1317,0,394
11/28/2025 00:00:00,0,1260,0,370
11/28/2025 00:30:00,0,976,0,277
11/28/2025 01:00:00,0,798,0,191
11/28/2025 01:30:00,0,963,0,265
11/28/2025 02:00:00,0,1124,0,324
11/28/2025 02:30:00,0,1345,0,424
11/28/2025 03:00:00,0,1274,0,388
11/28/2025 03:30:00,0,1321,0,408
11/28/2025 04:00:00,0,1289,0,386
11/28/2025 04:30:00,0,1246,0,382
11/28/2025 05:00:00,0,1264,0,405
11/28/2025 05:30:00,0,1193,0,376
11/28/2025 06:00:00,0,1161,0,335
11/28/2025 06:30:00,0,786,0,173
11/28/2025 07:00:00,0,1092,0,314
11/28/2025 07:30:00,0,1189,0,369
11/28/2025 08:00:00,0,1012,0,299
11/28/2025 08:30:00,0,964,0,285
11/28/2025 09:00:00,0,1248,0,410
11/28/2025 09:30:00,0,1277,0,435
11/28/2025 10:00:00,0,1327,0,452
11/28/2025 10:30:00,0,1287,0,438
11/28/2025 11:00:00,0,1337,0,447
11/28/2025 11:30:00,0,1279,0,439
11/28/2025 12:00:00,0,1161,0,400
11/28/2025 12:30:00,0,1096,0,403
11/28/2025 13:00:00,0,826,0,303
11/28/2025 13:30:00,0,633,0,182
11/28/2025 14:00:00,0,694,0,222
11/28/2025 14:30:00,0,946,0,331
11/28/2025 15:00:00,0,1092,0,410
11/28/2025 15:30:00,0,1137,0,428
11/28/2025 16:00:00,0,1197,0,440
11/28/2025 16:30:00,0,1214,0,446
11/28/2025 17:00:00,0,1261,0,440
11/28/2025 17:30:00,0,849,0,246
11/28/2025 18:00:00,0,1223,0,425
11/28/2025 18:30:00,0,1342,0,432
11/28/2025 19:00:00,0,1341,0,430
11/28/2025 19:30:00,0,1253,0,394
11/28/2025 20:00:00,0,1108,0,348
11/28/2025 20:30:00,0,1064,0,336
11/28/2025 21:00:00,0,1330,0,414
11/28/2025 21:30:00,0,1370,0,432
11/28/2025 22:00:00,0,1361,0,460
11/28/2025 22:30:00,0,1354,0,452
11/28/2025 23:00:00,0,1331,0,443
11/28/2025 23:30:00,0,1350,0,426
11/29/2025 00:00:00,0,1314,0,418
11/29/2025 00:30:00,0,999,0,286
11/29/2025 01:00:00,0,847,0,242
11/29/2025 01:30:00,0,981,0,307
11/29/2025 02:00:00,0,1113,0,326
11/29/2025 02:30:00,0,1215,0,397
11/29/2025 03:00:00,0,1239,0,420
11/29/2025 03:30:00,0,1160,0,367
11/29/2025 04:00:00,0,1234,0,391
11/29/2025 04:30:00,0,1162,0,377
11/29/2025 05:00:00,0,1171,0,360
11/29/2025 05:30:00,0,1204,0,349
11/29/2025 06:00:00,0,1037,0,286
11/29/2025 06:30:00,0,809,0,189
11/29/2025 07:00:00,0,1137,0,338
11/29/2025 07:30:00,0,1250,0,407
11/29/2025 08:00:00,0,932,0,279
11/29/2025 08:30:00,0,920,0,299
11/29/2025 09:00:00,0,1083,0,399
11/29/2025 09:30:00,0,1190,0,455
11/29/2025 10:00:00,0,1128,0,434
11/29/2025 10:30:00,0,1075,0,493
11/29/2025 11:00:00,0,1092,0,468
11/29/2025 11:30:00,0,1149,0,489
11/29/2025 12:00:00,0,954,0,450
11/29/2025 12:30:00,0,913,0,451
11/29/2025 13:00:00,0,727,0,414
11/29/2025 13:30:00,0,271,0,198
11/29/2025 14:00:00,0,189,0,159
11/29/2025 14:30:00,0,669,0,364
11/29/2025 15:00:00,0,802,0,427
11/29/2025 15:30:00,0,914,0,407
11/29/2025 16:00:00,0,1091,0,456
11/29/2025 16:30:00,0,821,0,306
11/29/2025 17:00:00,0,795,0,226
11/29/2025 17:30:00,0,571,0,155
11/29/2025 18:00:00,0,754,0,249
11/29/2025 18:30:00,0,967,0,298
11/29/2025 19:00:00,0,930,0,252
11/29/2025 19:30:00,0,905,0,240
11/29/2025 20:00:00,0,770,0,189
11/29/2025 20:30:00,0,910,0,222
11/29/2025 21:00:00,0,1117,0,326
11/29/2025 21:30:00,0,1248,0,376
11/29/2025 22:00:00,0,1173,0,350
11/29/2025 22:30:00,0,1184,0,348
11/29/2025 23:00:00,0,1208,0,371
11/29/2025 23:30:00,0,1262,0,377
11/30/2025 00:00:00,0,1186,0,351
11/30/2025 00:30:00,0,951,0,236
11/30/2025 01:00:00,0,865,0,189
11/30/2025 01:30:00,0,911,0,268
11/30/2025 02:00:00,0,982,0,285
11/30/2025 02:30:00,0,1177,0,353
11/30/2025 03:00:00,0,1161,0,352
11/30/2025 03:30:00,0,1176,0,338
11/30/2025 04:00:00,0,1079,0,290
11/30/2025 04:30:00,0,1031,0,264
11/30/2025 05:00:00,0,930,0,222
11/30/2025 05:30:00,0,970,0,270
11/30/2025 06:00:00,0,933,0,241
11/30/2025 06:30:00,0,713,0,150
11/30/2025 07:00:00,0,855,0,225
11/30/2025 07:30:00,0,848,0,247
11/30/2025 08:00:00,0,704,0,157
11/30/2025 08:30:00,0,610,0,178
11/30/2025 09:00:00,0,733,0,274
11/30/2025 09:30:00,0,884,0,336
11/30/2025 10:00:00,0,971,0,400
11/30/2025 10:30:00,0,905,0,396
11/30/2025 11:00:00,0,837,0,360
11/30/2025 11:30:00,0,953,0,400
11/30/2025 12:00:00,0,804,0,400
11/30/2025 12:30:00,0,682,0,361
11/30/2025 13:00:00,0,709,0,367
11/30/2025 13:30:00,1,190,0,146
11/30/2025 14:00:00,1,201,0,156
11/30/2025 14:30:00,0,674,0,341
11/30/2025 15:00:00,0,768,0,369
11/30/2025 15:30:00,0,916,0,415
11/30/2025 16:00:00,0,883,0,391
11/30/2025 16:30:00,0,918,0,414
11/30/2025 17:00:00,0,1056,0,417
11/30/2025 17:30:00,0,888,0,309
11/30/2025 18:00:00,0,1070,0,354
11/30/2025 18:30:00,0,949,0,298
11/30/2025 19:00:00,0,934,0,280
11/30/2025 19:30:00,0,912,0,277
11/30/2025 20:00:00,0,830,0,228
11/30/2025 20:30:00,0,750,0,166
11/30/2025 21:00:00,0,845,0,221
11/30/2025 21:30:00,0,889,0,222
11/30/2025 22:00:00,0,916,0,233
11/30/2025 22:30:00,0,926,0,251
11/30/2025 23:00:00,0,975,0,257
11/30/2025 23:30:00,0,898,0,219
12/01/2025 00:00:00,0,901,0,245
12/01/2025 00:30:00,0,599,0,83
12/01/2025 01:00:00,0,588,0,82
12/01/2025 01:30:00,0,848,0,221
12/01/2025 02:00:00,0,1038,0,286
12/01/2025 02:30:00,0,968,0,248
12/01/2025 03:00:00,0,925,0,246
12/01/2025 03:30:00,0,1006,0,256
12/01/2025 04:00:00,0,996,0,265
12/01/2025 04:30:00,0,956,0,252
12/01/2025 05:00:00,0,957,0,256
12/01/2025 05:30:00,0,954,0,244
12/01/2025 06:00:00,0,845,0,207
12/01/2025 06:30:00,0,654,0,119
12/01/2025 07:00:00,0,953,0,245
12/01/2025 07:30:00,0,925,0,251
12/01/2025 08:00:00,0,726,0,173
12/01/2025 08:30:00,0,941,0,282
12/01/2025 09:00:00,0,1213,0,408
12/01/2025 09:30:00,0,1098,0,425
12/01/2025 10:00:00,0,1062,0,467
12/01/2025 10:30:00,0,904,0,416
12/01/2025 11:00:00,0,824,0,399
12/01/2025 11:30:00,0,861,0,427
12/01/2025 12:00:00,0,874,0,421
12/01/2025 12:30:00,0,853,0,429
12/01/2025 13:00:00,0,795,0,405
12/01/2025 13:30:00,0,402,0,216
12/01/2025 14:00:00,0,463,0,236
12/01/2025 14:30:00,0,1001,0,435
12/01/2025 15:00:00,0,1035,0,440
12/01/2025 15:30:00,0,962,0,434
12/01/2025 16:00:00,0,1181,0,480
12/01/2025 16:30:00,0,1142,0,460
12/01/2025 17:00:00,0,1274,0,485
12/01/2025 17:30:00,0,805,0,257
12/01/2025 18:00:00,0,1348,0,486
12/01/2025 18:30:00,0,1499,0,493
12/01/2025 19:00:00,0,1432,0,458
12/01/2025 19:30:00,0,1486,0,465
12/01/2025 20:00:00,0,1305,0,383
12/01/2025 20:30:00,0,1103,0,308
12/01/2025 21:00:00,0,1313,0,424
12/01/2025 21:30:00,0,1295,0,411
12/01/2025 22:00:00,0,1308,0,413
12/01/2025 22:30:00,0,1297,0,420
12/01/2025 23:00:00,0,1308,0,404
12/01/2025 23:30:00,0,1360,0,414
12/02/2025 00:00:00,0,1386,0,409
12/02/2025 00:30:00,0,1020,0,248
12/02/2025 01:00:00,0,827,0,186
12/02/2025 01:30:00,0,1095,0,323
12/02/2025 02:00:00,0,1154,0,345
12/02/2025 02:30:00,0,1265,0,402
12/02/2025 03:00:00,0,1133,0,328
12/02/2025 03:30:00,0,1321,0,384
12/02/2025 04:00:00,0,1373,0,435
12/02/2025 04:30:00,0,1272,0,381
12/02/2025 05:00:00,0,1351,0,415
12/02/2025 05:30:00,0,1359,0,432
12/02/2025 06:00:00,0,1270,0,389
12/02/2025 06:30:00,0,828,0,168
12/02/2025 07:00:00,0,1074,0,315
12/02/2025 07:30:00,0,1091,0,274
12/02/2025 08:00:00,0,970,0,268
12/02/2025 08:30:00,0,918,0,325
12/02/2025 09:00:00,0,1087,0,400
12/02/2025 09:30:00,0,1108,0,447
12/02/2025 10:00:00,0,1147,0,440
12/02/2025 10:30:00,0,1133,0,434
12/02/2025 11:00:00,0,1050,0,483
12/02/2025 11:30:00,0,970,0,470
12/02/2025 12:00:00,0,977,0,475
12/02/2025 12:30:00,0,809,0,386
12/02/2025 13:00:00,0,661,0,331
12/02/2025 13:30:00,0,447,0,225
12/02/2025 14:00:00,0,589,0,273
12/02/2025 14:30:00,0,1001,0,416
12/02/2025 15:00:00,0,887,0,422
12/02/2025 15:30:00,0,1128,0,409
12/02/2025 16:00:00,0,1063,0,415
12/02/2025 16:30:00,0,1217,0,441
12/02/2025 17:00:00,0,1363,0,453
12/02/2025 17:30:00,0,946,0,300
12/02/2025 18:00:00,0,1324,0,446
12/02/2025 18:30:00,0,1453,0,465
12/02/2025 19:00:00,0,1447,0,457
12/02/2025 19:30:00,0,1386,0,423
12/02/2025 20:00:00,0,1210,0,365
12/02/2025 20:30:00,0,1120,0,304
12/02/2025 21:00:00,0,1289,0,400
12/02/2025 21:30:00,0,1303,0,399
12/02/2025 22:00:00,0,1385,0,433
12/02/2025 22:30:00,0,1343,0,388
12/02/2025 23:00:00,0,1412,0,434
12/02/2025 23:30:00,0,1471,0,459
12/03/2025 00:00:00,0,1366,0,426
12/03/2025 00:30:00,0,1032,0,293
12/03/2025 01:00:00,0,885,0,239
12/03/2025 01:30:00,0,1049,0,304
12/03/2025 02:00:00,0,1314,0,429
12/03/2025 02:30:00,0,1487,0,472
12/03/2025 03:00:00,0,1534,0,491
12/03/2025 03:30:00,0,1456,0,437
12/03/2025 04:00:00,0,1458,0,475
12/03/2025 04:30:00,0,1505,0,489
12/03/2025 05:00:00,0,1350,0,438
12/03/2025 05:30:00,0,1411,0,467
12/03/2025 06:00:00,0,1354,0,414
12/03/2025 06:30:00,0,851,0,184
12/03/2025 07:00:00,0,1098,0,330
12/03/2025 07:30:00,0,1318,0,443
12/03/2025 08:00:00,0,1058,0,316
12/03/2025 08:30:00,0,968,0,319
12/03/2025 09:00:00,0,1202,0,443
12/03/2025 09:30:00,0,1185,0,465
12/03/2025 10:00:00,0,1036,0,435
12/03/2025 10:30:00,0,984,0,390
12/03/2025 11:00:00,0,971,0,440
12/03/2025 11:30:00,0,918,0,457
12/03/2025 12:00:00,0,1043,0,453
12/03/2025 12:30:00,0,822,0,404
12/03/2025 13:00:00,0,727,0,341
12/03/2025 13:30:00,0,460,0,228
12/03/2025 14:00:00,0,631,0,251
12/03/2025 14:30:00,0,1060,0,436
12/03/2025 15:00:00,0,1293,0,503
12/03/2025 15:30:00,0,1263,0,463
12/03/2025 16:00:00,0,1087,0,463
12/03/2025 16:30:00,0,1259,0,489
12/03/2025 17:00:00,0,1402,0,446
12/03/2025 17:30:00,0,1049,0,301
12/03/2025 18:00:00,0,1367,0,477
12/03/2025 18:30:00,0,1442,0,518
12/03/2025 19:00:00,0,1381,0,451
12/03/2025 19:30:00,0,1407,0,455
12/03/2025 20:00:00,0,1214,0,342
12/03/2025 20:30:00,0,1092,0,287
12/03/2025 21:00:00,0,1157,0,345
12/03/2025 21:30:00,0,1190,0,343
12/03/2025 22:00:00,0,1330,0,373
12/03/2025 22:30:00,0,1297,0,379
12/03/2025 23:00:00,0,1387,0,405
12/03/2025 23:30:00,0,1367,0,411
12/04/2025 00:00:00,0,1289,0,357
12/04/2025 00:30:00,0,980,0,231
12/04/2025 01:00:00,0,841,0,169
12/04/2025 01:30:00,0,1038,0,267
12/04/2025 02:00:00,0,1186,0,331
12/04/2025 02:30:00,0,1338,0,380
12/04/2025 03:00:00,0,1357,0,393
12/04/2025 03:30:00,0,1415,0,429
12/04/2025 04:00:00,0,1378,0,423
12/04/2025 04:30:00,0,1299,0,380
12/04/2025 05:00:00,0,1256,0,331
12/04/2025 05:30:00,0,1265,0,377
12/04/2025 06:00:00,0,1189,0,346
12/04/2025 06:30:00,0,811,0,171
12/04/2025 07:00:00,0,1040,0,296
12/04/2025 07:30:00,0,1315,0,410
12/04/2025 08:00:00,0,1051,0,295
12/04/2025 08:30:00,0,1052,0,319
12/04/2025 09:00:00,0,1306,0,445
12/04/2025 09:30:00,0,1395,0,486
12/04/2025 10:00:00,0,1176,0,441
12/04/2025 10:30:00,0,1223,0,459
12/04/2025 11:00:00,0,1316,0,494
12/04/2025 11:30:00,0,1224,0,481
12/04/2025 12:00:00,0,1143,0,489
12/04/2025 12:30:00,0,1110,0,453
12/04/2025 13:00:00,0,1043,0,404
12/04/2025 13:30:00,0,395,0,230
12/04/2025 14:00:00,0,466,0,269
12/04/2025 14:30:00,0,1152,0,464
12/04/2025 15:00:00,0,984,0,438
12/04/2025 15:30:00,0,1363,0,497
12/04/2025 16:00:00,0,1395,0,530
12/04/2025 16:30:00,0,1476,0,530
12/04/2025 17:00:00,0,1448,0,535
12/04/2025 17:30:00,0,1024,0,312
12/04/2025 18:00:00,0,1400,0,465
12/04/2025 18:30:00,0,1619,0,535
12/04/2025 19:00:00,0,1534,0,523
12/04/2025 19:30:00,0,1580,0,496
12/04/2025 20:00:00,0,1283,0,384
12/04/2025 20:30:00,0,1104,0,298
12/04/2025 21:00:00,0,1390,0,441
12/04/2025 21:30:00,0,1452,0,431
12/04/2025 22:00:00,0,1330,0,401
12/04/2025 22:30:00,0,1354,0,403
12/04/2025 23:00:00,0,1333,0,400
12/04/2025 23:30:00,0,1308,0,406
12/05/2025 00:00:00,0,1409,0,433
12/05/2025 00:30:00,0,1043,0,274
12/05/2025 01:00:00,0,820,0,179
12/05/2025 01:30:00,0,996,0,270
12/05/2025 02:00:00,0,1077,0,300
12/05/2025 02:30:00,0,1242,0,369
12/05/2025 03:00:00,0,1276,0,368
12/05/2025 03:30:00,0,1268,0,370
12/05/2025 04:00:00,0,1366,0,409
12/05/2025 04:30:00,0,1365,0,397
12/05/2025 05:00:00,0,1368,0,403
12/05/2025 05:30:00,0,1286,0,387
12/05/2025 06:00:00,0,1254,0,384
12/05/2025 06:30:00,0,903,0,247
12/05/2025 07:00:00,0,1128,0,323
12/05/2025 07:30:00,0,1355,0,423
12/05/2025 08:00:00,0,1003,0,260
12/05/2025 08:30:00,0,1005,0,304
12/05/2025 09:00:00,0,1234,0,400
12/05/2025 09:30:00,0,1266,0,453
12/05/2025 10:00:00,0,1094,0,436
12/05/2025 10:30:00,0,1036,0,425
12/05/2025 11:00:00,0,1053,0,436
12/05/2025 11:30:00,0,948,0,425
12/05/2025 12:00:00,0,1057,0,462
12/05/2025 12:30:00,0,1048,0,408
12/05/2025 13:00:00,0,1027,0,352
12/05/2025 13:30:00,0,448,0,250
12/05/2025 14:00:00,0,738,0,270
12/05/2025 14:30:00,0,846,0,369
12/05/2025 15:00:00,0,1325,0,475
12/05/2025 15:30:00,0,1346,0,513
12/05/2025 16:00:00,0,1514,0,490
12/05/2025 16:30:00,0,1532,0,467
12/05/2025 17:00:00,0,1463,0,454
12/05/2025 17:30:00,0,999,0,284
12/05/2025 18:00:00,0,1408,0,449
12/05/2025 18:30:00,0,1498,0,458
12/05/2025 19:00:00,0,1407,0,415
12/05/2025 19:30:00,0,1331,0,382
12/05/2025 20:00:00,0,1149,0,319
12/05/2025 20:30:00,0,1078,0,283
12/05/2025 21:00:00,0,1269,0,385
12/05/2025 21:30:00,0,1266,0,401
12/05/2025 22:00:00,0,1235,0,349
12/05/2025 22:30:00,0,1318,0,403
12/05/2025 23:00:00,0,1391,0,407
12/05/2025 23:30:00,0,1342,0,403
12/06/2025 00:00:00,0,1254,0,399
12/06/2025 00:30:00,0,960,0,236
12/06/2025 01:00:00,0,794,0,169
12/06/2025 01:30:00,0,903,0,247
12/06/2025 02:00:00,0,1098,0,313
12/06/2025 02:30:00,0,1234,0,347
12/06/2025 03:00:00,0,1247,0,355
12/06/2025 03:30:00,0,1241,0,376
12/06/2025 04:00:00,0,1221,0,365
12/06/2025 04:30:00,0,1204,0,338
12/06/2025 05:00:00,0,1226,0,337
12/06/2025 05:30:00,0,1239,0,376
12/06/2025 06:00:00,0,1113,0,317
12/06/2025 06:30:00,0,772,0,168
12/06/2025 07:00:00,0,1088,0,309
12/06/2025 07:30:00,0,1238,0,352
12/06/2025 08:00:00,0,1037,0,281
12/06/2025 08:30:00,0,988,0,348
12/06/2025 09:00:00,0,1170,0,405
12/06/2025 09:30:00,0,1235,0,459
12/06/2025 10:00:00,0,1194,0,492
12/06/2025 10:30:00,0,1000,0,386
12/06/2025 11:00:00,0,1138,0,435
12/06/2025 11:30:00,0,1170,0,439
12/06/2025 12:00:00,0,1098,0,405
12/06/2025 12:30:00,0,918,0,413
12/06/2025 13:00:00,0,1236,0,393
12/06/2025 13:30:00,0,705,0,231
12/06/2025 14:00:00,0,534,0,182
12/06/2025 14:30:00,0,900,0,344
12/06/2025 15:00:00,0,1115,0,412
12/06/2025 15:30:00,0,1113,0,434
12/06/2025 16:00:00,0,1255,0,439
12/06/2025 16:30:00,0,996,0,332
12/06/2025 17:00:00,0,761,0,236
12/06/2025 17:30:00,0,702,0,141
12/06/2025 18:00:00,0,875,0,233
12/06/2025 18:30:00,0,869,0,245
12/06/2025 19:00:00,0,893,0,241
12/06/2025 19:30:00,0,914,0,231
12/06/2025 20:00:00,0,754,0,167
12/06/2025 20:30:00,0,970,0,251
12/06/2025 21:00:00,0,1238,0,360
12/06/2025 21:30:00,0,1247,0,368
12/06/2025 22:00:00,0,1342,0,390
12/06/2025 22:30:00,0,1370,0,390
12/06/2025 23:00:00,0,1281,0,352
12/06/2025 23:30:00,0,1391,0,428
12/07/2025 00:00:00,0,1264,0,364
12/07/2025 00:30:00,0,927,0,232
12/07/2025 01:00:00,0,880,0,210
12/07/2025 01:30:00,0,1027,0,275
12/07/2025 02:00:00,0,1207,0,332
12/07/2025 02:30:00,0,1346,0,410
12/07/2025 03:00:00,0,1365,0,420
12/07/2025 03:30:00,0,1245,0,400
12/07/2025 04:00:00,0,1225,0,373
12/07/2025 04:30:00,0,1166,0,312
12/07/2025 05:00:00,0,1135,0,295
12/07/2025 05:30:00,0,1082,0,282
12/07/2025 06:00:00,0,1129,0,309
12/07/2025 06:30:00,0,781,0,154
12/07/2025 07:00:00,0,959,0,262
12/07/2025 07:30:00,0,891,0,240
12/07/2025 08:00:00,0,629,0,159
12/07/2025 08:30:00,0,585,0,184
12/07/2025 09:00:00,0,673,0,246
12/07/2025 09:30:00,0,871,0,344
12/07/2025 10:00:00,0,1056,0,403
12/07/2025 10:30:00,0,945,0,392
12/07/2025 11:00:00,0,782,0,407
12/07/2025 11:30:00,0,686,0,380
12/07/2025 12:00:00,0,768,0,394
12/07/2025 12:30:00,0,738,0,419
12/07/2025 13:00:00,0,774,0,394
12/07/2025 13:30:00,0,248,0,141
12/07/2025 14:00:00,1,397,0,150
12/07/2025 14:30:00,0,816,0,385
12/07/2025 15:00:00,0,728,0,339
12/07/2025 15:30:00,0,950,0,360
12/07/2025 16:00:00,0,808,0,341
12/07/2025 16:30:00,0,917,0,334
12/07/2025 17:00:00,0,1120,0,343
12/07/2025 17:30:00,0,960,0,251
12/07/2025 18:00:00,0,1124,0,316
12/07/2025 18:30:00,0,966,0,281
12/07/2025 19:00:00,0,893,0,256
12/07/2025 19:30:00,0,904,0,247
12/07/2025 20:00:00,0,720,0,163
12/07/2025 20:30:00,0,729,0,157
12/07/2025 21:00:00,0,946,0,278
12/07/2025 21:30:00,0,1135,0,349
12/07/2025 22:00:00,0,1190,0,358
12/07/2025 22:30:00,0,1274,0,395
12/07/2025 23:00:00,0,1224,0,343
12/07/2025 23:30:00,0,1194,0,370
12/08/2025 00:00:00,0,1275,0,397
12/08/2025 00:30:00,0,872,0,201
12/08/2025 01:00:00,0,822,0,189
12/08/2025 01:30:00,0,1019,0,274
12/08/2025 02:00:00,0,1015,0,281
12/08/2025 02:30:00,0,1147,0,341
12/08/2025 03:00:00,0,1243,0,398
12/08/2025 03:30:00,0,1202,0,365
12/08/2025 04:00:00,0,1229,0,395
12/08/2025 04:30:00,0,1171,0,380
12/08/2025 05:00:00,0,1145,0,352
12/08/2025 05:30:00,0,1135,0,317
12/08/2025 06:00:00,0,1013,0,270
12/08/2025 06:30:00,0,659,0,135
12/08/2025 07:00:00,0,890,0,234
12/08/2025 07:30:00,0,866,0,221
12/08/2025 08:00:00,0,766,0,176
12/08/2025 08:30:00,0,951,0,284
12/08/2025 09:00:00,0,1174,0,428
12/08/2025 09:30:00,0,1297,0,482
12/08/2025 10:00:00,0,1223,0,461
12/08/2025 10:30:00,0,1217,0,472
12/08/2025 11:00:00,0,1091,0,493
12/08/2025 11:30:00,0,975,0,466
12/08/2025 12:00:00,0,978,0,436
12/08/2025 12:30:00,0,981,0,417
12/08/2025 13:00:00,0,814,0,332
12/08/2025 13:30:00,0,529,0,216
12/08/2025 14:00:00,0,554,0,250
12/08/2025 14:30:00,0,1067,0,429
12/08/2025 15:00:00,0,1353,0,484
12/08/2025 15:30:00,0,1281,0,471
12/08/2025 16:00:00,0,1018,0,405
12/08/2025 16:30:00,0,1097,0,416
12/08/2025 17:00:00,0,1235,0,417
12/08/2025 17:30:00,0,918,0,289
12/08/2025 18:00:00,0,1320,0,456
12/08/2025 18:30:00,0,1408,0,480
12/08/2025 19:00:00,0,1463,0,493
12/08/2025 19:30:00,0,1463,0,461
12/08/2025 20:00:00,0,1162,0,327
12/08/2025 20:30:00,0,1121,0,346
12/08/2025 21:00:00,0,1257,0,395
12/08/2025 21:30:00,0,1263,0,393
12/08/2025 22:00:00,0,1420,0,453
12/08/2025 22:30:00,0,1387,0,404
12/08/2025 23:00:00,0,1340,0,409
12/08/2025 23:30:00,0,1370,0,453
12/09/2025 00:00:00,0,1297,0,432
12/09/2025 00:30:00,0,938,0,233
12/09/2025 01:00:00,0,784,0,175
12/09/2025 01:30:00,0,953,0,271
12/09/2025 02:00:00,0,1108,0,342
12/09/2025 02:30:00,0,1293,0,420
12/09/2025 03:00:00,0,1357,0,421
12/09/2025 03:30:00,0,1360,0,432
12/09/2025 04:00:00,0,1218,0,353
12/09/2025 04:30:00,0,1315,0,430
12/09/2025 05:00:00,0,1279,0,410
12/09/2025 05:30:00,0,1331,0,419
12/09/2025 06:00:00,0,1221,0,366
12/09/2025 06:30:00,0,765,0,167
12/09/2025 07:00:00,0,1072,0,279
12/09/2025 07:30:00,0,1133,0,331
12/09/2025 08:00:00,0,904,0,289
12/09/2025 08:30:00,0,889,0,323
12/09/2025 09:00:00,0,1076,0,409
12/09/2025 09:30:00,0,1003,0,432
12/09/2025 10:00:00,0,1023,0,432
12/09/2025 10:30:00,0,1303,0,479
12/09/2025 11:00:00,0,1162,0,479
12/09/2025 11:30:00,0,1111,0,465
12/09/2025 12:00:00,0,1322,0,515
12/09/2025 12:30:00,0,1021,0,479
12/09/2025 13:00:00,0,585,0,353
12/09/2025 13:30:00,0,365,0,233
12/09/2025 14:00:00,0,427,0,273
12/09/2025 14:30:00,0,914,0,465
12/09/2025 15:00:00,0,970,0,442
12/09/2025 15:30:00,0,1209,0,502
12/09/2025 16:00:00,0,1460,0,555
12/09/2025 16:30:00,0,1466,0,525
12/09/2025 17:00:00,0,1318,0,498
12/09/2025 17:30:00,0,912,0,320
12/09/2025 18:00:00,0,1501,0,535
12/09/2025 18:30:00,0,1546,0,557
12/09/2025 19:00:00,0,1575,0,535
12/09/2025 19:30:00,0,1550,0,512
12/09/2025 20:00:00,0,1277,0,401
12/09/2025 20:30:00,0,1139,0,369
12/09/2025 21:00:00,0,1388,0,441
12/09/2025 21:30:00,0,1366,0,444
12/09/2025 22:00:00,0,1415,0,438
12/09/2025 22:30:00,0,1371,0,448
12/09/2025 23:00:00,0,1387,0,444
12/09/2025 23:30:00,0,1431,0,430
12/10/2025 00:00:00,0,1381,0,419
12/10/2025 00:30:00,0,1007,0,283
12/10/2025 01:00:00,0,807,0,210
12/10/2025 01:30:00,0,1051,0,316
12/10/2025 02:00:00,0,1180,0,362
12/10/2025 02:30:00,0,1356,0,451
12/10/2025 03:00:00,0,1394,0,458
12/10/2025 03:30:00,0,1403,0,471
12/10/2025 04:00:00,0,1343,0,425
12/10/2025 04:30:00,0,1315,0,428
12/10/2025 05:00:00,0,1314,0,433
12/10/2025 05:30:00,0,1345,0,447
12/10/2025 06:00:00,0,1242,0,380
12/10/2025 06:30:00,0,794,0,200
12/10/2025 07:00:00,0,1176,0,389
12/10/2025 07:30:00,0,1240,0,397
12/10/2025 08:00:00,0,997,0,320
12/10/2025 08:30:00,0,970,0,344
12/10/2025 09:00:00,0,1209,0,479
12/10/2025 09:30:00,0,1288,0,519
12/10/2025 10:00:00,0,1204,0,497
12/10/2025 10:30:00,0,1050,0,476
12/10/2025 11:00:00,0,1042,0,502
12/10/2025 11:30:00,0,1159,0,508
12/10/2025 12:00:00,0,968,0,462
12/10/2025 12:30:00,0,837,0,422
12/10/2025 13:00:00,0,640,0,366
12/10/2025 13:30:00,0,435,0,258
12/10/2025 14:00:00,0,584,0,298
12/10/2025 14:30:00,0,1225,0,502
12/10/2025 15:00:00,0,1214,0,512
12/10/2025 15:30:00,0,1153,0,515
12/10/2025 16:00:00,0,1218,0,484
12/10/2025 16:30:00,0,1125,0,453
12/10/2025 17:00:00,0,1136,0,455
12/10/2025 17:30:00,0,867,0,319
12/10/2025 18:00:00,0,1183,0,447
12/10/2025 18:30:00,0,1386,0,513
12/10/2025 19:00:00,0,1424,0,492
12/10/2025 19:30:00,0,1402,0,488
12/10/2025 20:00:00,0,1219,0,386
12/10/2025 20:30:00,0,1160,0,367
12/10/2025 21:00:00,0,1396,0,469
12/10/2025 21:30:00,0,1341,0,421
12/10/2025 22:00:00,0,1339,0,452
12/10/2025 22:30:00,0,1334,0,428
12/10/2025 23:00:00,0,1323,0,446
12/10/2025 23:30:00,0,1406,0,471
12/11/2025 00:00:00,0,1256,0,406
