Meter Type,Main Meter,,,
Date / End Time,kW Export,kW Import,kVAR Export,kVAR Import
11/14/2025 05:00:00,0,1136,0,342
11/14/2025 05:30:00,0,1118,0,318
11/14/2025 06:00:00,0,1142,0,363
11/14/2025 06:30:00,0,856,0,174
11/14/2025 07:00:00,0,1162,0,363
11/14/2025 07:30:00,0,1132,0,310
11/14/2025 08:00:00,0,913,0,235
11/14/2025 08:30:00,0,854,0,266
11/14/2025 09:00:00,0,1019,0,364
11/14/2025 09:30:00,0,1015,0,373
11/14/2025 10:00:00,0,1003,0,385
11/14/2025 10:30:00,0,977,0,397
11/14/2025 11:00:00,0,921,0,452
11/14/2025 11:30:00,0,1075,0,419
11/14/2025 12:00:00,0,1022,0,434
11/14/2025 12:30:00,0,807,0,403
11/14/2025 13:00:00,0,794,0,332
11/14/2025 13:30:00,0,498,0,232
11/14/2025 14:00:00,0,664,0,258
11/14/2025 14:30:00,0,892,0,396
11/14/2025 15:00:00,0,1029,0,452
11/14/2025 15:30:00,0,1042,0,383
11/14/2025 16:00:00,0,1141,0,460
11/14/2025 16:30:00,0,1211,0,465
11/14/2025 17:00:00,0,1279,0,439
11/14/2025 17:30:00,0,925,0,256
11/14/2025 18:00:00,0,1311,0,398
11/14/2025 18:30:00,0,1464,0,476
11/14/2025 19:00:00,0,1366,0,431
11/14/2025 19:30:00,0,1231,0,378
11/14/2025 20:00:00,0,1030,0,288
11/14/2025 20:30:00,0,1030,0,323
11/14/2025 21:00:00,0,1289,0,388
11/14/2025 21:30:00,0,1284,0,396
11/14/2025 22:00:00,0,1217,0,369
11/14/2025 22:30:00,0,1319,0,413
11/14/2025 23:00:00,0,1360,0,403
11/14/2025 23:30:00,0,1356,0,400
11/15/2025 00:00:00,0,1309,0,431
11/15/2025 00:30:00,0,1037,0,326
11/15/2025 01:00:00,0,853,0,239
11/15/2025 01:30:00,0,1000,0,285
11/15/2025 02:00:00,0,1184,0,367
11/15/2025 02:30:00,0,1283,0,380
11/15/2025 03:00:00,0,1164,0,360
11/15/2025 03:30:00,0,1278,0,408
11/15/2025 04:00:00,0,1232,0,373
11/15/2025 04:30:00,0,1187,0,355
11/15/2025 05:00:00,0,1258,0,391
11/15/2025 05:30:00,0,1228,0,367
11/15/2025 06:00:00,0,1119,0,301
11/15/2025 06:30:00,0,739,0,212
11/15/2025 07:00:00,0,1048,0,321
11/15/2025 07:30:00,0,1148,0,347
11/15/2025 08:00:00,0,937,0,298
11/15/2025 08:30:00,0,1005,0,337
11/15/2025 09:00:00,0,1292,0,496
11/15/2025 09:30:00,0,1133,0,433
11/15/2025 10:00:00,0,1162,0,471
11/15/2025 10:30:00,0,1171,0,460
11/15/2025 11:00:00,0,1030,0,458
11/15/2025 11:30:00,0,965,0,475
11/15/2025 12:00:00,0,922,0,464
11/15/2025 12:30:00,0,951,0,426
11/15/2025 13:00:00,0,936,0,416
11/15/2025 13:30:00,0,484,0,213
11/15/2025 14:00:00,0,410,0,182
11/15/2025 14:30:00,0,909,0,410
11/15/2025 15:00:00,0,956,0,407
11/15/2025 15:30:00,0,902,0,433
11/15/2025 16:00:00,0,936,0,462
11/15/2025 16:30:00,0,1263,0,421
11/15/2025 17:00:00,0,1012,0,291
11/15/2025 17:30:00,0,776,0,240
11/15/2025 18:00:00,0,983,0,312
11/15/2025 18:30:00,0,955,0,286
11/15/2025 19:00:00,0,889,0,254
11/15/2025 19:30:00,0,841,0,232
11/15/2025 20:00:00,0,746,0,206
11/15/2025 20:30:00,0,963,0,304
11/15/2025 21:00:00,0,1140,0,373
11/15/2025 21:30:00,0,1021,0,319
11/15/2025 22:00:00,0,1231,0,380
11/15/2025 22:30:00,0,1330,0,406
11/15/2025 23:00:00,0,1297,0,418
11/15/2025 23:30:00,0,1214,0,357
11/16/2025 00:00:00,0,1324,0,411
11/16/2025 00:30:00,0,994,0,319
11/16/2025 01:00:00,0,873,0,253
11/16/2025 01:30:00,0,980,0,282
11/16/2025 02:00:00,0,1008,0,276
11/16/2025 02:30:00,0,1183,0,368
11/16/2025 03:00:00,0,1187,0,344
11/16/2025 03:30:00,0,1165,0,352
11/16/2025 04:00:00,0,1133,0,338
11/16/2025 04:30:00,0,1103,0,330
11/16/2025 05:00:00,0,908,0,247
11/16/2025 05:30:00,0,887,0,228
11/16/2025 06:00:00,0,901,0,247
11/16/2025 06:30:00,0,631,0,142
11/16/2025 07:00:00,0,840,0,229
11/16/2025 07:30:00,0,731,0,195
11/16/2025 08:00:00,0,669,0,169
11/16/2025 08:30:00,0,583,0,173
11/16/2025 09:00:00,0,806,0,266
11/16/2025 09:30:00,0,1095,0,423
11/16/2025 10:00:00,0,1088,0,425
11/16/2025 10:30:00,0,1086,0,439
11/16/2025 11:00:00,0,1004,0,413
11/16/2025 11:30:00,0,907,0,397
11/16/2025 12:00:00,0,814,0,445
11/16/2025 12:30:00,0,858,0,456
11/16/2025 13:00:00,0,766,0,354
11/16/2025 13:30:00,0,298,0,165
11/16/2025 14:00:00,0,357,0,175
11/16/2025 14:30:00,0,953,0,408
11/16/2025 15:00:00,0,1114,0,428
11/16/2025 15:30:00,0,1161,0,454
11/16/2025 16:00:00,0,1455,0,518
11/16/2025 16:30:00,0,1404,0,462
11/16/2025 17:00:00,0,1288,0,444
11/16/2025 17:30:00,0,1012,0,292
11/16/2025 18:00:00,0,1160,0,364
11/16/2025 18:30:00,0,948,0,288
11/16/2025 19:00:00,0,966,0,279
11/16/2025 19:30:00,0,825,0,217
11/16/2025 20:00:00,0,640,0,165
11/16/2025 20:30:00,0,673,0,188
11/16/2025 21:00:00,0,875,0,282
11/16/2025 21:30:00,0,959,0,263
11/16/2025 22:00:00,0,858,0,225
11/16/2025 22:30:00,0,948,0,270
11/16/2025 23:00:00,0,926,0,261
11/16/2025 23:30:00,0,926,0,281
11/17/2025 00:00:00,0,969,0,273
11/17/2025 00:30:00,0,617,0,157
11/17/2025 01:00:00,0,579,0,136
11/17/2025 01:30:00,0,801,0,233
11/17/2025 02:00:00,0,1014,0,283
11/17/2025 02:30:00,0,937,0,274
11/17/2025 03:00:00,0,947,0,259
11/17/2025 03:30:00,0,955,0,254
11/17/2025 04:00:00,0,950,0,286
11/17/2025 04:30:00,0,952,0,300
11/17/2025 05:00:00,0,885,0,263
11/17/2025 05:30:00,0,900,0,269
11/17/2025 06:00:00,0,868,0,252
11/17/2025 06:30:00,0,704,0,171
11/17/2025 07:00:00,0,819,0,224
11/17/2025 07:30:00,0,843,0,236
11/17/2025 08:00:00,0,703,0,213
11/17/2025 08:30:00,0,856,0,323
11/17/2025 09:00:00,0,1055,0,408
11/17/2025 09:30:00,0,1084,0,455
11/17/2025 10:00:00,0,976,0,407
11/17/2025 10:30:00,0,897,0,427
11/17/2025 11:00:00,0,765,0,394
11/17/2025 11:30:00,0,898,0,424
11/17/2025 12:00:00,0,1048,0,465
11/17/2025 12:30:00,0,781,0,407
11/17/2025 13:00:00,0,585,0,332
11/17/2025 13:30:00,0,461,0,276
11/17/2025 14:00:00,0,527,0,295
11/17/2025 14:30:00,0,915,0,453
11/17/2025 15:00:00,0,989,0,405
11/17/2025 15:30:00,0,1136,0,449
11/17/2025 16:00:00,0,1461,0,514
11/17/2025 16:30:00,0,1448,0,472
11/17/2025 17:00:00,0,1421,0,503
11/17/2025 17:30:00,0,1002,0,329
11/17/2025 18:00:00,0,1340,0,452
11/17/2025 18:30:00,0,1395,0,471
11/17/2025 19:00:00,0,1428,0,500
11/17/2025 19:30:00,0,1334,0,480
11/17/2025 20:00:00,0,1075,0,341
11/17/2025 20:30:00,0,1047,0,353
11/17/2025 21:00:00,0,1203,0,397
11/17/2025 21:30:00,0,1360,0,463
11/17/2025 22:00:00,0,1398,0,476
11/17/2025 22:30:00,0,1324,0,441
11/17/2025 23:00:00,0,1296,0,428
11/17/2025 23:30:00,0,1352,0,457
11/18/2025 00:00:00,0,1347,0,450
11/18/2025 00:30:00,0,979,0,278
11/18/2025 01:00:00,0,802,0,217
11/18/2025 01:30:00,0,996,0,319
11/18/2025 02:00:00,0,1234,0,396
11/18/2025 02:30:00,0,1357,0,429
11/18/2025 03:00:00,0,1342,0,427
11/18/2025 03:30:00,0,1272,0,423
11/18/2025 04:00:00,0,1247,0,415
11/18/2025 04:30:00,0,1355,0,462
11/18/2025 05:00:00,0,1277,0,408
11/18/2025 05:30:00,0,1201,0,396
11/18/2025 06:00:00,0,1125,0,336
11/18/2025 06:30:00,0,777,0,189
11/18/2025 07:00:00,0,1119,0,351
11/18/2025 07:30:00,0,1255,0,395
11/18/2025 08:00:00,0,873,0,289
11/18/2025 08:30:00,0,1012,0,340
11/18/2025 09:00:00,0,1381,0,507
11/18/2025 09:30:00,0,1337,0,496
11/18/2025 10:00:00,0,1401,0,507
11/18/2025 10:30:00,0,1374,0,509
11/18/2025 11:00:00,0,1348,0,498
11/18/2025 11:30:00,0,1089,0,452
11/18/2025 12:00:00,0,949,0,437
11/18/2025 12:30:00,0,845,0,416
11/18/2025 13:00:00,0,759,0,357
11/18/2025 13:30:00,0,411,0,242
11/18/2025 14:00:00,0,526,0,283
11/18/2025 14:30:00,0,1090,0,479
11/18/2025 15:00:00,0,1199,0,523
11/18/2025 15:30:00,0,1198,0,491
11/18/2025 16:00:00,0,1062,0,462
11/18/2025 16:30:00,0,1086,0,458
11/18/2025 17:00:00,0,1208,0,471
11/18/2025 17:30:00,0,853,0,318
11/18/2025 18:00:00,0,1341,0,469
11/18/2025 18:30:00,0,1389,0,495
11/18/2025 19:00:00,0,1430,0,498
11/18/2025 19:30:00,0,1403,0,472
11/18/2025 20:00:00,0,1195,0,372
11/18/2025 20:30:00,0,1058,0,342
11/18/2025 21:00:00,0,1228,0,415
11/18/2025 21:30:00,0,1265,0,422
11/18/2025 22:00:00,0,1311,0,429
11/18/2025 22:30:00,0,1420,0,474
11/18/2025 23:00:00,0,1453,0,491
11/18/2025 23:30:00,0,1307,0,420
11/19/2025 00:00:00,0,1260,0,411
11/19/2025 00:30:00,0,1062,0,308
11/19/2025 01:00:00,0,893,0,241
11/19/2025 01:30:00,0,988,0,292
11/19/2025 02:00:00,0,1114,0,352
11/19/2025 02:30:00,0,1329,0,439
11/19/2025 03:00:00,0,1392,0,461
11/19/2025 03:30:00,0,1299,0,427
11/19/2025 04:00:00,0,1227,0,407
11/19/2025 04:30:00,0,1271,0,416
11/19/2025 05:00:00,0,1256,0,408
11/19/2025 05:30:00,0,1292,0,413
11/19/2025 06:00:00,0,1117,0,327
11/19/2025 06:30:00,0,817,0,224
11/19/2025 07:00:00,0,1085,0,350
11/19/2025 07:30:00,0,1205,0,391
11/19/2025 08:00:00,0,940,0,293
11/19/2025 08:30:00,0,986,0,353
11/19/2025 09:00:00,0,1216,0,439
11/19/2025 09:30:00,0,1231,0,452
11/19/2025 10:00:00,0,1183,0,451
11/19/2025 10:30:00,0,1099,0,447
11/19/2025 11:00:00,0,1062,0,486
11/19/2025 11:30:00,0,989,0,485
11/19/2025 12:00:00,0,1037,0,456
11/19/2025 12:30:00,0,1047,0,464
11/19/2025 13:00:00,0,717,0,382
11/19/2025 13:30:00,0,440,0,264
11/19/2025 14:00:00,0,506,0,318
11/19/2025 14:30:00,0,1037,0,443
11/19/2025 15:00:00,0,909,0,501
11/19/2025 15:30:00,0,1242,0,483
11/19/2025 16:00:00,0,1322,0,464
11/19/2025 16:30:00,0,1277,0,467
11/19/2025 17:00:00,0,1315,0,481
11/19/2025 17:30:00,0,935,0,335
11/19/2025 18:00:00,0,1425,0,495
11/19/2025 18:30:00,0,1484,0,512
11/19/2025 19:00:00,0,1629,0,554
11/19/2025 19:30:00,0,1468,0,470
11/19/2025 20:00:00,0,1175,0,365
11/19/2025 20:30:00,0,1159,0,357
11/19/2025 21:00:00,0,1330,0,438
11/19/2025 21:30:00,0,1458,0,456
11/19/2025 22:00:00,0,1341,0,422
11/19/2025 22:30:00,0,1334,0,430
11/19/2025 23:00:00,0,1399,0,461
11/19/2025 23:30:00,0,1334,0,435
11/20/2025 00:00:00,0,1264,0,387
11/20/2025 00:30:00,0,1037,0,320
11/20/2025 01:00:00,0,902,0,237
11/20/2025 01:30:00,0,1094,0,352
11/20/2025 02:00:00,0,1111,0,351
11/20/2025 02:30:00,0,1401,0,456
11/20/2025 03:00:00,0,1482,0,471
11/20/2025 03:30:00,0,1420,0,466
11/20/2025 04:00:00,0,1348,0,456
11/20/2025 04:30:00,0,1352,0,440
11/20/2025 05:00:00,0,1350,0,466
11/20/2025 05:30:00,0,1387,0,456
11/20/2025 06:00:00,0,1282,0,409
11/20/2025 06:30:00,0,836,0,209
11/20/2025 07:00:00,0,1274,0,397
11/20/2025 07:30:00,0,1294,0,412
11/20/2025 08:00:00,0,1021,0,344
11/20/2025 08:30:00,0,1030,0,359
11/20/2025 09:00:00,0,1375,0,517
11/20/2025 09:30:00,0,1342,0,497
11/20/2025 10:00:00,0,1305,0,499
11/20/2025 10:30:00,0,1280,0,480
11/20/2025 11:00:00,0,1229,0,524
11/20/2025 11:30:00,0,1182,0,506
11/20/2025 12:00:00,0,1347,0,533
11/20/2025 12:30:00,0,1250,0,495
11/20/2025 13:00:00,0,1015,0,416
11/20/2025 13:30:00,0,771,0,298
11/20/2025 14:00:00,0,785,0,340
11/20/2025 14:30:00,0,1222,0,503
11/20/2025 15:00:00,0,1200,0,519
11/20/2025 15:30:00,0,1241,0,468
11/20/2025 16:00:00,0,1106,0,484
11/20/2025 16:30:00,0,1253,0,475
11/20/2025 17:00:00,0,1347,0,480
11/20/2025 17:30:00,0,1063,0,362
11/20/2025 18:00:00,0,1469,0,516
11/20/2025 18:30:00,0,1489,0,528
11/20/2025 19:00:00,0,1631,0,567
11/20/2025 19:30:00,0,1589,0,541
11/20/2025 20:00:00,0,1189,0,382
11/20/2025 20:30:00,0,1079,0,343
11/20/2025 21:00:00,0,1343,0,442
11/20/2025 21:30:00,0,1466,0,494
11/20/2025 22:00:00,0,1410,0,472
11/20/2025 22:30:00,0,1422,0,496
11/20/2025 23:00:00,0,1494,0,494
11/20/2025 23:30:00,0,1460,0,472
11/21/2025 00:00:00,0,1304,0,421
11/21/2025 00:30:00,0,1025,0,282
11/21/2025 01:00:00,0,855,0,234
11/21/2025 01:30:00,0,1018,0,318
11/21/2025 02:00:00,0,1226,0,383
11/21/2025 02:30:00,0,1444,0,455
11/21/2025 03:00:00,0,1355,0,451
11/21/2025 03:30:00,0,1363,0,439
11/21/2025 04:00:00,0,1411,0,463
11/21/2025 04:30:00,0,1205,0,401
11/21/2025 05:00:00,0,1310,0,450
11/21/2025 05:30:00,0,1334,0,437
11/21/2025 06:00:00,0,1185,0,384
11/21/2025 06:30:00,0,852,0,242
11/21/2025 07:00:00,0,1157,0,371
11/21/2025 07:30:00,0,1211,0,405
11/21/2025 08:00:00,0,871,0,248
11/21/2025 08:30:00,0,1008,0,346
11/21/2025 09:00:00,0,1192,0,434
11/21/2025 09:30:00,0,1336,0,459
11/21/2025 10:00:00,0,1389,0,493
11/21/2025 10:30:00,0,1423,0,530
11/21/2025 11:00:00,0,1308,0,482
11/21/2025 11:30:00,0,1206,0,512
11/21/2025 12:00:00,0,1203,0,522
11/21/2025 12:30:00,0,953,0,458
11/21/2025 13:00:00,0,787,0,390
11/21/2025 13:30:00,0,362,0,258
11/21/2025 14:00:00,0,523,0,265
11/21/2025 14:30:00,0,1058,0,417
11/21/2025 15:00:00,0,1495,0,521
11/21/2025 15:30:00,0,1415,0,523
11/21/2025 16:00:00,0,1397,0,516
11/21/2025 16:30:00,0,1417,0,495
11/21/2025 17:00:00,0,1318,0,478
11/21/2025 17:30:00,0,944,0,300
11/21/2025 18:00:00,0,1222,0,441
11/21/2025 18:30:00,0,1414,0,496
11/21/2025 19:00:00,0,1562,0,536
11/21/2025 19:30:00,0,1494,0,508
11/21/2025 20:00:00,0,1292,0,421
11/21/2025 20:30:00,0,1146,0,367
11/21/2025 21:00:00,0,1380,0,453
11/21/2025 21:30:00,0,1375,0,449
11/21/2025 22:00:00,0,1423,0,504
11/21/2025 22:30:00,0,1300,0,423
11/21/2025 23:00:00,0,1415,0,470
11/21/2025 23:30:00,0,1401,0,476
11/22/2025 00:00:00,0,1353,0,411
11/22/2025 00:30:00,0,975,0,297
11/22/2025 01:00:00,0,828,0,238
11/22/2025 01:30:00,0,959,0,288
11/22/2025 02:00:00,0,1149,0,362
11/22/2025 02:30:00,0,1301,0,443
11/22/2025 03:00:00,0,1372,0,432
11/22/2025 03:30:00,0,1222,0,384
11/22/2025 04:00:00,0,1301,0,414
11/22/2025 04:30:00,0,1406,0,438
11/22/2025 05:00:00,0,1385,0,462
11/22/2025 05:30:00,0,1333,0,440
11/22/2025 06:00:00,0,1262,0,407
11/22/2025 06:30:00,0,916,0,269
11/22/2025 07:00:00,0,1320,0,453
11/22/2025 07:30:00,0,1219,0,383
11/22/2025 08:00:00,0,984,0,323
11/22/2025 08:30:00,0,966,0,345
11/22/2025 09:00:00,0,1146,0,414
11/22/2025 09:30:00,0,1090,0,443
11/22/2025 10:00:00,0,1132,0,457
11/22/2025 10:30:00,0,951,0,439
11/22/2025 11:00:00,0,1134,0,504
11/22/2025 11:30:00,0,1101,0,455
11/22/2025 12:00:00,0,977,0,451
11/22/2025 12:30:00,0,1034,0,458
11/22/2025 13:00:00,0,1048,0,433
11/22/2025 13:30:00,0,456,0,255
11/22/2025 14:00:00,0,251,0,210
11/22/2025 14:30:00,0,813,0,407
11/22/2025 15:00:00,0,1056,0,455
11/22/2025 15:30:00,0,1044,0,466
11/22/2025 16:00:00,0,1044,0,457
11/22/2025 16:30:00,0,931,0,364
11/22/2025 17:00:00,0,779,0,280
11/22/2025 17:30:00,0,666,0,185
11/22/2025 18:00:00,0,914,0,306
11/22/2025 18:30:00,0,1008,0,329
11/22/2025 19:00:00,0,987,0,308
11/22/2025 19:30:00,0,874,0,261
11/22/2025 20:00:00,0,778,0,211
11/22/2025 20:30:00,0,949,0,287
11/22/2025 21:00:00,0,1334,0,449
11/22/2025 21:30:00,0,1389,0,465
11/22/2025 22:00:00,0,1433,0,451
11/22/2025 22:30:00,0,1307,0,410
11/22/2025 23:00:00,0,1379,0,448
11/22/2025 23:30:00,0,1297,0,399
11/23/2025 00:00:00,0,1366,0,425
11/23/2025 00:30:00,0,1078,0,310
11/23/2025 01:00:00,0,927,0,249
11/23/2025 01:30:00,0,1031,0,312
11/23/2025 02:00:00,0,1065,0,306
11/23/2025 02:30:00,0,1220,0,412
11/23/2025 03:00:00,0,1250,0,408
11/23/2025 03:30:00,0,1258,0,396
11/23/2025 04:00:00,0,1276,0,394
11/23/2025 04:30:00,0,1135,0,341
11/23/2025 05:00:00,0,1089,0,332
11/23/2025 05:30:00,0,1003,0,287
11/23/2025 06:00:00,0,966,0,267
11/23/2025 06:30:00,0,708,0,197
11/23/2025 07:00:00,0,915,0,265
11/23/2025 07:30:00,0,882,0,259
11/23/2025 08:00:00,0,745,0,224
11/23/2025 08:30:00,0,714,0,214
11/23/2025 09:00:00,0,732,0,275
11/23/2025 09:30:00,0,963,0,376
11/23/2025 10:00:00,0,1100,0,413
11/23/2025 10:30:00,0,1092,0,402
11/23/2025 11:00:00,0,1150,0,437
11/23/2025 11:30:00,0,967,0,423
11/23/2025 12:00:00,0,1158,0,429
11/23/2025 12:30:00,0,969,0,454
11/23/2025 13:00:00,0,790,0,386
11/23/2025 13:30:00,2,168,0,190
11/23/2025 14:00:00,0,487,0,199
11/23/2025 14:30:00,0,1071,0,407
11/23/2025 15:00:00,0,1156,0,453
11/23/2025 15:30:00,0,1232,0,426
11/23/2025 16:00:00,0,1225,0,458
11/23/2025 16:30:00,0,1254,0,448
11/23/2025 17:00:00,0,1215,0,415
11/23/2025 17:30:00,0,976,0,324
11/23/2025 18:00:00,0,1149,0,371
11/23/2025 18:30:00,0,934,0,264
11/23/2025 19:00:00,0,1056,0,330
11/23/2025 19:30:00,0,884,0,252
11/23/2025 20:00:00,0,662,0,174
11/23/2025 20:30:00,0,677,0,191
11/23/2025 21:00:00,0,868,0,250
11/23/2025 21:30:00,0,1202,0,377
11/23/2025 22:00:00,0,1324,0,404
11/23/2025 22:30:00,0,1178,0,359
11/23/2025 23:00:00,0,1260,0,398
11/23/2025 23:30:00,0,1233,0,390
11/24/2025 00:00:00,0,1130,0,352
11/24/2025 00:30:00,0,903,0,250
11/24/2025 01:00:00,0,838,0,212
11/24/2025 01:30:00,0,1042,0,312
11/24/2025 02:00:00,0,1087,0,326
11/24/2025 02:30:00,0,1151,0,364
11/24/2025 03:00:00,0,1166,0,383
11/24/2025 03:30:00,0,1209,0,393
11/24/2025 04:00:00,0,1163,0,358
11/24/2025 04:30:00,0,1239,0,395
11/24/2025 05:00:00,0,1256,0,402
11/24/2025 05:30:00,0,1141,0,343
11/24/2025 06:00:00,0,1117,0,345
11/24/2025 06:30:00,0,776,0,226
11/24/2025 07:00:00,0,1082,0,332
11/24/2025 07:30:00,0,903,0,264
11/24/2025 08:00:00,0,816,0,239
11/24/2025 08:30:00,0,972,0,319
11/24/2025 09:00:00,0,1248,0,409
11/24/2025 09:30:00,0,1324,0,474
11/24/2025 10:00:00,0,1357,0,468
11/24/2025 10:30:00,0,1300,0,468
11/24/2025 11:00:00,0,1372,0,499
11/24/2025 11:30:00,0,1234,0,467
11/24/2025 12:00:00,0,1275,0,455
11/24/2025 12:30:00,0,1122,0,426
11/24/2025 13:00:00,0,925,0,355
11/24/2025 13:30:00,0,804,0,273
11/24/2025 14:00:00,0,889,0,323
11/24/2025 14:30:00,0,1160,0,436
11/24/2025 15:00:00,0,1311,0,473
11/24/2025 15:30:00,0,1253,0,473
11/24/2025 16:00:00,0,1232,0,419
11/24/2025 16:30:00,0,1297,0,475
11/24/2025 17:00:00,0,1326,0,465
11/24/2025 17:30:00,0,872,0,301
11/24/2025 18:00:00,0,1217,0,447
11/24/2025 18:30:00,0,1375,0,489
11/24/2025 19:00:00,0,1417,0,496
11/24/2025 19:30:00,0,1482,0,493
11/24/2025 20:00:00,0,1218,0,380
11/24/2025 20:30:00,0,1120,0,329
11/24/2025 21:00:00,0,1257,0,401
11/24/2025 21:30:00,0,1380,0,444
11/24/2025 22:00:00,0,1365,0,426
11/24/2025 22:30:00,0,1343,0,448
11/24/2025 23:00:00,0,1385,0,463
11/24/2025 23:30:00,0,1317,0,406
11/25/2025 00:00:00,0,1277,0,397
11/25/2025 00:30:00,0,971,0,270
11/25/2025 01:00:00,0,846,0,248
11/25/2025 01:30:00,0,1028,0,302
11/25/2025 02:00:00,0,1176,0,391
11/25/2025 02:30:00,0,1423,0,459
11/25/2025 03:00:00,0,1311,0,413
11/25/2025 03:30:00,0,1216,0,392
11/25/2025 04:00:00,0,1325,0,404
11/25/2025 04:30:00,0,1376,0,443
11/25/2025 05:00:00,0,1217,0,382
11/25/2025 05:30:00,0,1167,0,395
11/25/2025 06:00:00,0,1192,0,393
11/25/2025 06:30:00,0,869,0,244
11/25/2025 07:00:00,0,1128,0,343
11/25/2025 07:30:00,0,1177,0,360
11/25/2025 08:00:00,0,915,0,263
11/25/2025 08:30:00,0,955,0,321
11/25/2025 09:00:00,0,1284,0,452
11/25/2025 09:30:00,0,1288,0,503
11/25/2025 10:00:00,0,1137,0,459
11/25/2025 10:30:00,0,1071,0,472
11/25/2025 11:00:00,0,1082,0,456
11/25/2025 11:30:00,0,930,0,451
11/25/2025 12:00:00,0,1065,0,462
11/25/2025 12:30:00,0,990,0,415
11/25/2025 13:00:00,0,803,0,329
11/25/2025 13:30:00,0,693,0,259
11/25/2025 14:00:00,0,780,0,273
11/25/2025 14:30:00,0,1392,0,458
11/25/2025 15:00:00,0,1318,0,506
11/25/2025 15:30:00,0,1311,0,480
11/25/2025 16:00:00,0,1489,0,513
11/25/2025 16:30:00,0,1457,0,488
11/25/2025 17:00:00,0,1313,0,449
11/25/2025 17:30:00,0,899,0,318
11/25/2025 18:00:00,0,1360,0,480
11/25/2025 18:30:00,0,1403,0,475
11/25/2025 19:00:00,0,1381,0,465
11/25/2025 19:30:00,0,1406,0,489
11/25/2025 20:00:00,0,1218,0,388
11/25/2025 20:30:00,0,1033,0,329
11/25/2025 21:00:00,0,1245,0,408
11/25/2025 21:30:00,0,1361,0,459
11/25/2025 22:00:00,0,1300,0,403
11/25/2025 22:30:00,0,1273,0,399
11/25/2025 23:00:00,0,1343,0,434
11/25/2025 23:30:00,0,1379,0,452
11/26/2025 00:00:00,0,1192,0,380
11/26/2025 00:30:00,0,961,0,278
11/26/2025 01:00:00,0,804,0,197
11/26/2025 01:30:00,0,977,0,307
11/26/2025 02:00:00,0,1120,0,361
11/26/2025 02:30:00,0,1275,0,440
11/26/2025 03:00:00,0,1251,0,402
11/26/2025 03:30:00,0,1273,0,389
11/26/2025 04:00:00,0,1295,0,420
11/26/2025 04:30:00,0,1309,0,418
11/26/2025 05:00:00,0,1222,0,399
11/26/2025 05:30:00,0,1197,0,384
11/26/2025 06:00:00,0,1210,0,369
11/26/2025 06:30:00,0,793,0,201
11/26/2025 07:00:00,0,1136,0,368
11/26/2025 07:30:00,0,1116,0,357
11/26/2025 08:00:00,0,943,0,316
11/26/2025 08:30:00,0,1030,0,385
11/26/2025 09:00:00,0,1116,0,416
11/26/2025 09:30:00,0,1173,0,458
11/26/2025 10:00:00,0,1054,0,463
11/26/2025 10:30:00,0,1167,0,464
11/26/2025 11:00:00,0,978,0,417
11/26/2025 11:30:00,0,1059,0,449
11/26/2025 12:00:00,0,831,0,412
11/26/2025 12:30:00,0,832,0,428
11/26/2025 13:00:00,0,862,0,369
11/26/2025 13:30:00,0,631,0,259
11/26/2025 14:00:00,0,519,0,263
11/26/2025 14:30:00,0,933,0,383
11/26/2025 15:00:00,0,1094,0,472
11/26/2025 15:30:00,0,1160,0,424
11/26/2025 16:00:00,0,1270,0,471
11/26/2025 16:30:00,0,1207,0,479
11/26/2025 17:00:00,0,1305,0,466
11/26/2025 17:30:00,0,964,0,306
11/26/2025 18:00:00,0,1454,0,503
11/26/2025 18:30:00,0,1463,0,504
11/26/2025 19:00:00,0,1502,0,509
11/26/2025 19:30:00,0,1531,0,502
11/26/2025 20:00:00,0,1199,0,361
11/26/2025 20:30:00,0,1204,0,352
11/26/2025 21:00:00,0,1398,0,413
11/26/2025 21:30:00,0,1341,0,419
11/26/2025 22:00:00,0,1322,0,420
11/26/2025 22:30:00,0,1362,0,435
11/26/2025 23:00:00,0,1404,0,445
11/26/2025 23:30:00,0,1388,0,464
11/27/2025 00:00:00,0,1297,0,396
11/27/2025 00:30:00,0,1045,0,275
11/27/2025 01:00:00,0,888,0,200
11/27/2025 01:30:00,0,1050,0,293
11/27/2025 02:00:00,0,1194,0,368
11/27/2025 02:30:00,0,1216,0,330
11/27/2025 03:00:00,0,1323,0,432
11/27/2025 03:30:00,0,1339,0,447
11/27/2025 04:00:00,0,1306,0,426
11/27/2025 04:30:00,0,1378,0,460
11/27/2025 05:00:00,0,1310,0,427
11/27/2025 05:30:00,0,1391,0,451
11/27/2025 06:00:00,0,1307,0,391
11/27/2025 06:30:00,0,848,0,177
11/27/2025 07:00:00,0,1433,0,462
11/27/2025 07:30:00,0,1463,0,465
11/27/2025 08:00:00,0,1133,0,312
11/27/2025 08:30:00,0,1024,0,310
11/27/2025 09:00:00,0,1435,0,520
11/27/2025 09:30:00,0,1310,0,436
11/27/2025 10:00:00,0,1350,0,490
11/27/2025 10:30:00,0,1386,0,501
11/27/2025 11:00:00,0,1308,0,482
11/27/2025 11:30:00,0,1285,0,455
11/27/2025 12:00:00,0,1217,0,461
11/27/2025 12:30:00,0,1207,0,463
11/27/2025 13:00:00,0,1268,0,417
11/27/2025 13:30:00,0,888,0,224
11/27/2025 14:00:00,0,899,0,273
